ev,evGol,dep,depGol
BALIKESİRSPOR,2,TRABZONSPOR,2
KONYASPOR,2,BURSASPOR,3
TRABZONSPOR,3,SIVASSPOR,1
BASAKSEHIR,2,MERSİN İDMANYURDU,2
GAZİANTEPSPOR,1,BALIKESİRSPOR,0
KASIMPASA A.Ş.,0,FENERBAHCE,3
AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,ESKİŞEHİRSPOR,2
KARDEMİR KARABÜKSPOR,1,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,2
GALATASARAY,2,RIZESPOR,0
GENÇLERBİRLİĞİ,0,BESIKTAS,2
AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,BALIKESİRSPOR,2
TRABZONSPOR,2,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,1
KASIMPASA A.Ş.,0,BASAKSEHIR,1
GAZİANTEPSPOR,1,SIVASSPOR,3
KARDEMİR KARABÜKSPOR,1,FENERBAHCE,2
KONYASPOR,1,ESKİŞEHİRSPOR,0
GENÇLERBİRLİĞİ,0,RIZESPOR,2
BESIKTAS,2,MERSİN İDMANYURDU,1
GALATASARAY,2,BURSASPOR,2
BASAKSEHIR,2,KARDEMİR KARABÜKSPOR,2
SIVASSPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0,GAZİANTEPSPOR,1
FENERBAHCE,0,TRABZONSPOR,0
BALIKESİRSPOR,0,KONYASPOR,1
MERSİN İDMANYURDU,6,KASIMPASA A.Ş.,2
BURSASPOR,3,GENÇLERBİRLİĞİ,1
RIZESPOR,1,BESIKTAS,2
ESKİŞEHİRSPOR,1,GALATASARAY,2
KARDEMİR KARABÜKSPOR,0,KASIMPASA A.Ş.,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0
GAZİANTEPSPOR,0,FENERBAHCE,5
RIZESPOR,0,MERSİN İDMANYURDU,4
KONYASPOR,0,SIVASSPOR,1
BESIKTAS,3,BURSASPOR,2
TRABZONSPOR,3,BASAKSEHIR,2
GENÇLERBİRLİĞİ,1,ESKİŞEHİRSPOR,2
GALATASARAY,3,BALIKESİRSPOR,1
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,3,KONYASPOR,0
BASAKSEHIR,1,GAZİANTEPSPOR,0
BURSASPOR,1,RIZESPOR,1
SIVASSPOR,2,GALATASARAY,3
MERSİN İDMANYURDU,2,KARDEMİR KARABÜKSPOR,1
BALIKESİRSPOR,0,GENÇLERBİRLİĞİ,1
KASIMPASA A.Ş.,1,TRABZONSPOR,1
ESKİŞEHİRSPOR,1,BESIKTAS,0
FENERBAHCE,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
GALATASARAY,3,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,1
GENÇLERBİRLİĞİ,0,SIVASSPOR,0
RIZESPOR,3,ESKİŞEHİRSPOR,0
KONYASPOR,1,FENERBAHCE,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,BASAKSEHIR,2
GAZİANTEPSPOR,0,KASIMPASA A.Ş.,2
BURSASPOR,2,MERSİN İDMANYURDU,1
BESIKTAS,2,BALIKESİRSPOR,2
TRABZONSPOR,3,KARDEMİR KARABÜKSPOR,2
KASIMPASA A.Ş.,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,2,GENÇLERBİRLİĞİ,4
BALIKESİRSPOR,2,RIZESPOR,2
ESKİŞEHİRSPOR,0,BURSASPOR,0
BASAKSEHIR,0,KONYASPOR,0
SIVASSPOR,0,BESIKTAS,1
KARDEMİR KARABÜKSPOR,0,GAZİANTEPSPOR,0
FENERBAHCE,1,GALATASARAY,0
MERSİN İDMANYURDU,1,TRABZONSPOR,5
BURSASPOR,4,BALIKESİRSPOR,2
KONYASPOR,2,KASIMPASA A.Ş.,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,5,KARDEMİR KARABÜKSPOR,1
RIZESPOR,2,SIVASSPOR,1
GALATASARAY,2,BASAKSEHIR,2
ESKİŞEHİRSPOR,2,MERSİN İDMANYURDU,0
BESIKTAS,5,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,1
GENÇLERBİRLİĞİ,2,FENERBAHCE,1
GAZİANTEPSPOR,2,TRABZONSPOR,0
KARDEMİR KARABÜKSPOR,0,KONYASPOR,1
BALIKESİRSPOR,4,ESKİŞEHİRSPOR,1
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0,RIZESPOR,3
MERSİN İDMANYURDU,0,GAZİANTEPSPOR,1
SIVASSPOR,4,BURSASPOR,1
KASIMPASA A.Ş.,2,GALATASARAY,3
BASAKSEHIR,3,GENÇLERBİRLİĞİ,1
TRABZONSPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
FENERBAHCE,1,BESIKTAS,0
GENÇLERBİRLİĞİ,5,KASIMPASA A.Ş.,2
BALIKESİRSPOR,1,MERSİN İDMANYURDU,3
ESKİŞEHİRSPOR,1,SIVASSPOR,3
RIZESPOR,1,FENERBAHCE,5
BURSASPOR,3,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,GAZİANTEPSPOR,0
GALATASARAY,4,KARDEMİR KARABÜKSPOR,2
KONYASPOR,1,TRABZONSPOR,0
BESIKTAS,0,BASAKSEHIR,0
GAZİANTEPSPOR,1,KONYASPOR,1
KARDEMİR KARABÜKSPOR,2,GENÇLERBİRLİĞİ,1
KASIMPASA A.Ş.,1,BESIKTAS,5
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0,ESKİŞEHİRSPOR,1
SIVASSPOR,1,BALIKESİRSPOR,1
BASAKSEHIR,3,RIZESPOR,1
TRABZONSPOR,2,GALATASARAY,1
FENERBAHCE,1,BURSASPOR,0
MERSİN İDMANYURDU,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
SIVASSPOR,1,MERSİN İDMANYURDU,2
BURSASPOR,4,BASAKSEHIR,1
RIZESPOR,1,KASIMPASA A.Ş.,3
ESKİŞEHİRSPOR,1,FENERBAHCE,1
BALIKESİRSPOR,1,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,1
KONYASPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
GENÇLERBİRLİĞİ,1,TRABZONSPOR,1
GALATASARAY,1,GAZİANTEPSPOR,0
BESIKTAS,2,KARDEMİR KARABÜKSPOR,1
BASAKSEHIR,1,ESKİŞEHİRSPOR,1
MERSİN İDMANYURDU,3,KONYASPOR,1
FENERBAHCE,4,BALIKESİRSPOR,3
KARDEMİR KARABÜKSPOR,2,RIZESPOR,0
KASIMPASA A.Ş.,5,BURSASPOR,3
GAZİANTEPSPOR,0,GENÇLERBİRLİĞİ,3
TRABZONSPOR,0,BESIKTAS,2
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,GALATASARAY,2
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,2,SIVASSPOR,3
GALATASARAY,1,KONYASPOR,0
ESKİŞEHİRSPOR,4,KASIMPASA A.Ş.,1
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,2,MERSİN İDMANYURDU,2
GENÇLERBİRLİĞİ,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
BURSASPOR,7,KARDEMİR KARABÜKSPOR,1
BALIKESİRSPOR,1,BASAKSEHIR,2
SIVASSPOR,2,FENERBAHCE,3
RIZESPOR,0,TRABZONSPOR,2
BESIKTAS,1,GAZİANTEPSPOR,1
BASAKSEHIR,2,SIVASSPOR,1
KONYASPOR,1,GENÇLERBİRLİĞİ,0
MERSİN İDMANYURDU,0,GALATASARAY,1
KASIMPASA A.Ş.,2,BALIKESİRSPOR,3
KARDEMİR KARABÜKSPOR,2,ESKİŞEHİRSPOR,2
TRABZONSPOR,1,BURSASPOR,0
FENERBAHCE,1,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,1
GAZİANTEPSPOR,1,RIZESPOR,2
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,BESIKTAS,1
BALIKESİRSPOR,4,KARDEMİR KARABÜKSPOR,2
SIVASSPOR,1,KASIMPASA A.Ş.,1
GALATASARAY,1,GENÇLERBİRLİĞİ,0
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,0,BASAKSEHIR,1
BURSASPOR,2,GAZİANTEPSPOR,0
ESKİŞEHİRSPOR,2,TRABZONSPOR,0
MERSİN İDMANYURDU,0,FENERBAHCE,1
RIZESPOR,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
BESIKTAS,0,KONYASPOR,1
GENÇLERBİRLİĞİ,1,MERSİN İDMANYURDU,2
KASIMPASA A.Ş.,3,SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,3
KONYASPOR,1,RIZESPOR,1
TRABZONSPOR,3,BALIKESİRSPOR,2
KARDEMİR KARABÜKSPOR,2,SIVASSPOR,1
GAZİANTEPSPOR,3,ESKİŞEHİRSPOR,2
GALATASARAY,2,BESIKTAS,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,BURSASPOR,1
BASAKSEHIR,2,FENERBAHCE,2
SUAT ALTIN İNŞAAT KAYSERİ ERCİYESSPOR,4,KARDEMİR KARABÜKSPOR,3
BALIKESİRSPOR,1,GAZİANTEPSPOR,1
ESKİŞEHİRSPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3
BESIKTAS,2,GENÇLERBİRLİĞİ,1
RIZESPOR,1,GALATASARAY,1
FENERBAHCE,2,KASIMPASA A.Ş.,0
MERSİN İDMANYURDU,2,BASAKSEHIR,2
BURSASPOR,0,KONYASPOR,0
SIVASSPOR,1,TRABZONSPOR,1
FENERBAHCE,2,ESKİŞEHİRSPOR,0
TRABZONSPOR,1,BURSASPOR,0
BASAKSEHIR,2,ANTALYASPOR,3
SIVASSPOR,2,GALATASARAY,2
KONYASPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,1,KAYSERISPOR,1
GAZİANTEPSPOR,0,KASIMPASA A.Ş.,3
MERSİN İDMANYURDU,2,BESIKTAS,5
GENÇLERBİRLİĞİ,2,RIZESPOR,3
KASIMPASA A.Ş.,1,BASAKSEHIR,0
KAYSERISPOR,1,KONYASPOR,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,MERSİN İDMANYURDU,0
BESIKTAS,1,TRABZONSPOR,2
ESKİŞEHİRSPOR,4,SIVASSPOR,2
BURSASPOR,0,GAZİANTEPSPOR,1
ANTALYASPOR,3,GENÇLERBİRLİĞİ,1
RIZESPOR,1,FENERBAHCE,1
GALATASARAY,1,OSMANLISPOR FUTBOL KULÜBÜ,2
GAZİANTEPSPOR,0,BESIKTAS,4
GENÇLERBİRLİĞİ,1,KASIMPASA A.Ş.,0
BASAKSEHIR,2,BURSASPOR,1
KONYASPOR,1,GALATASARAY,4
MERSİN İDMANYURDU,1,KAYSERISPOR,2
TRABZONSPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
ESKİŞEHİRSPOR,1,RIZESPOR,1
SIVASSPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
FENERBAHCE,2,ANTALYASPOR,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,GAZİANTEPSPOR,0
BURSASPOR,3,GENÇLERBİRLİĞİ,2
ANTALYASPOR,2,ESKİŞEHİRSPOR,0
GALATASARAY,1,MERSİN İDMANYURDU,1
BESIKTAS,2,BASAKSEHIR,0
RIZESPOR,1,SIVASSPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,1,KONYASPOR,2
KASIMPASA A.Ş.,0,FENERBAHCE,1
KAYSERISPOR,0,TRABZONSPOR,1
BASAKSEHIR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
MERSİN İDMANYURDU,0,OSMANLISPOR FUTBOL KULÜBÜ,4
RIZESPOR,5,ANTALYASPOR,1
SIVASSPOR,0,KONYASPOR,0
ESKİŞEHİRSPOR,0,KASIMPASA A.Ş.,3
TRABZONSPOR,0,GALATASARAY,1
GAZİANTEPSPOR,1,KAYSERISPOR,0
FENERBAHCE,2,BURSASPOR,1
GENÇLERBİRLİĞİ,1,BESIKTAS,1
OSMANLISPOR FUTBOL KULÜBÜ,3,TRABZONSPOR,1
GALATASARAY,2,GAZİANTEPSPOR,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,GENÇLERBİRLİĞİ,0
KONYASPOR,2,MERSİN İDMANYURDU,0
ANTALYASPOR,1,SIVASSPOR,1
BESIKTAS,3,FENERBAHCE,2
KASIMPASA A.Ş.,1,RIZESPOR,1
KAYSERISPOR,0,BASAKSEHIR,1
BURSASPOR,2,ESKİŞEHİRSPOR,0
TRABZONSPOR,1,KONYASPOR,2
SIVASSPOR,2,MERSİN İDMANYURDU,2
GAZİANTEPSPOR,2,OSMANLISPOR FUTBOL KULÜBÜ,1
GENÇLERBİRLİĞİ,2,KAYSERISPOR,0
BASAKSEHIR,0,GALATASARAY,2
RIZESPOR,2,BURSASPOR,3
ESKİŞEHİRSPOR,1,BESIKTAS,2
ANTALYASPOR,0,KASIMPASA A.Ş.,0
FENERBAHCE,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
BURSASPOR,0,ANTALYASPOR,2
GALATASARAY,4,GENÇLERBİRLİĞİ,1
KONYASPOR,2,GAZİANTEPSPOR,1
KASIMPASA A.Ş.,2,SIVASSPOR,1
KAYSERISPOR,0,FENERBAHCE,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,ESKİŞEHİRSPOR,0
BESIKTAS,1,RIZESPOR,0
OSMANLISPOR FUTBOL KULÜBÜ,0,BASAKSEHIR,3
MERSİN İDMANYURDU,3,TRABZONSPOR,2
RIZESPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
ESKİŞEHİRSPOR,1,KAYSERISPOR,3
KASIMPASA A.Ş.,0,BURSASPOR,1
GENÇLERBİRLİĞİ,1,OSMANLISPOR FUTBOL KULÜBÜ,0
GAZİANTEPSPOR,1,MERSİN İDMANYURDU,0
SIVASSPOR,0,TRABZONSPOR,2
BASAKSEHIR,4,KONYASPOR,0
FENERBAHCE,1,GALATASARAY,1
ANTALYASPOR,1,BESIKTAS,5
KAYSERISPOR,0,RIZESPOR,0
BURSASPOR,1,SIVASSPOR,0
TRABZONSPOR,2,GAZİANTEPSPOR,2
MERSİN İDMANYURDU,1,BASAKSEHIR,1
OSMANLISPOR FUTBOL KULÜBÜ,0,FENERBAHCE,1
GALATASARAY,4,ESKİŞEHİRSPOR,0
KONYASPOR,0,GENÇLERBİRLİĞİ,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,ANTALYASPOR,1
BESIKTAS,3,KASIMPASA A.Ş.,3
ESKİŞEHİRSPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,2
GENÇLERBİRLİĞİ,1,MERSİN İDMANYURDU,1
ANTALYASPOR,1,KAYSERISPOR,1
BASAKSEHIR,1,TRABZONSPOR,0
KASIMPASA A.Ş.,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
RIZESPOR,4,GALATASARAY,3
SIVASSPOR,3,GAZİANTEPSPOR,0
FENERBAHCE,1,KONYASPOR,0
BURSASPOR,0,BESIKTAS,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,BURSASPOR,1
MERSİN İDMANYURDU,1,FENERBAHCE,3
KAYSERISPOR,0,KASIMPASA A.Ş.,0
GALATASARAY,3,ANTALYASPOR,3
KONYASPOR,3,ESKİŞEHİRSPOR,2
OSMANLISPOR FUTBOL KULÜBÜ,0,RIZESPOR,1
TRABZONSPOR,1,GENÇLERBİRLİĞİ,0
BESIKTAS,2,SIVASSPOR,0
GAZİANTEPSPOR,0,BASAKSEHIR,1
ANTALYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
RIZESPOR,0,KONYASPOR,0
BURSASPOR,1,KAYSERISPOR,2
SIVASSPOR,2,BASAKSEHIR,2
ESKİŞEHİRSPOR,3,MERSİN İDMANYURDU,2
GENÇLERBİRLİĞİ,2,GAZİANTEPSPOR,2
BESIKTAS,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
KASIMPASA A.Ş.,2,GALATASARAY,2
FENERBAHCE,2,TRABZONSPOR,0
GALATASARAY,3,BURSASPOR,0
OSMANLISPOR FUTBOL KULÜBÜ,0,KASIMPASA A.Ş.,1
KONYASPOR,3,ANTALYASPOR,2
KAYSERISPOR,1,BESIKTAS,2
BASAKSEHIR,2,GENÇLERBİRLİĞİ,0
GAZİANTEPSPOR,2,FENERBAHCE,2
MERSİN İDMANYURDU,3,RIZESPOR,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,SIVASSPOR,0
TRABZONSPOR,3,ESKİŞEHİRSPOR,1
BURSASPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,4
KASIMPASA A.Ş.,2,KONYASPOR,1
ESKİŞEHİRSPOR,1,GAZİANTEPSPOR,2
RIZESPOR,3,TRABZONSPOR,0
ANTALYASPOR,3,MERSİN İDMANYURDU,2
KAYSERISPOR,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
GENÇLERBİRLİĞİ,0,SIVASSPOR,1
FENERBAHCE,1,BASAKSEHIR,0
BESIKTAS,2,GALATASARAY,1
GAZİANTEPSPOR,2,RIZESPOR,0
KONYASPOR,1,BURSASPOR,0
TRABZONSPOR,3,ANTALYASPOR,0
MERSİN İDMANYURDU,1,KASIMPASA A.Ş.,2
SIVASSPOR,0,KAYSERISPOR,0
GALATASARAY,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
GENÇLERBİRLİĞİ,0,FENERBAHCE,1
BASAKSEHIR,2,ESKİŞEHİRSPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,2,BESIKTAS,3
RIZESPOR,2,BASAKSEHIR,1
ANTALYASPOR,0,GAZİANTEPSPOR,0
KASIMPASA A.Ş.,1,TRABZONSPOR,1
BURSASPOR,2,MERSİN İDMANYURDU,1
KAYSERISPOR,1,GALATASARAY,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,0
BESIKTAS,4,KONYASPOR,0
ESKİŞEHİRSPOR,2,GENÇLERBİRLİĞİ,0
FENERBAHCE,2,SIVASSPOR,1
KASIMPASA A.Ş.,1,GAZİANTEPSPOR,2
KAYSERISPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,KONYASPOR,2
GALATASARAY,3,SIVASSPOR,1
ANTALYASPOR,1,BASAKSEHIR,2
RIZESPOR,2,GENÇLERBİRLİĞİ,3
BURSASPOR,4,TRABZONSPOR,2
ESKİŞEHİRSPOR,0,FENERBAHCE,3
BESIKTAS,1,MERSİN İDMANYURDU,0
KONYASPOR,1,KAYSERISPOR,0
MERSİN İDMANYURDU,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
OSMANLISPOR FUTBOL KULÜBÜ,3,GALATASARAY,2
GENÇLERBİRLİĞİ,1,ANTALYASPOR,0
SIVASSPOR,1,ESKİŞEHİRSPOR,2
FENERBAHCE,2,RIZESPOR,1
GAZİANTEPSPOR,2,BURSASPOR,3
BASAKSEHIR,1,KASIMPASA A.Ş.,1
TRABZONSPOR,0,BESIKTAS,2
OSMANLISPOR FUTBOL KULÜBÜ,4,SIVASSPOR,0
ANTALYASPOR,4,FENERBAHCE,2
KAYSERISPOR,0,MERSİN İDMANYURDU,1
BURSASPOR,3,BASAKSEHIR,3
GALATASARAY,0,KONYASPOR,0
RIZESPOR,1,ESKİŞEHİRSPOR,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,TRABZONSPOR,1
BESIKTAS,4,GAZİANTEPSPOR,0
KASIMPASA A.Ş.,0,GENÇLERBİRLİĞİ,1
FENERBAHCE,3,KASIMPASA A.Ş.,1
GENÇLERBİRLİĞİ,2,BURSASPOR,0
KONYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
MERSİN İDMANYURDU,2,GALATASARAY,1
GAZİANTEPSPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
SIVASSPOR,2,RIZESPOR,1
ESKİŞEHİRSPOR,3,ANTALYASPOR,2
BASAKSEHIR,2,BESIKTAS,2
TRABZONSPOR,2,KAYSERISPOR,1
KONYASPOR,2,SIVASSPOR,1
KASIMPASA A.Ş.,2,ESKİŞEHİRSPOR,1
ANTALYASPOR,2,RIZESPOR,1
BURSASPOR,0,FENERBAHCE,0
KAYSERISPOR,2,GAZİANTEPSPOR,2
OSMANLISPOR FUTBOL KULÜBÜ,3,MERSİN İDMANYURDU,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,BASAKSEHIR,0
GALATASARAY,2,TRABZONSPOR,1
BESIKTAS,1,GENÇLERBİRLİĞİ,0
BASAKSEHIR,1,KAYSERISPOR,0
RIZESPOR,2,KASIMPASA A.Ş.,0
MERSİN İDMANYURDU,0,KONYASPOR,2
ESKİŞEHİRSPOR,0,BURSASPOR,1
TRABZONSPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,2
SIVASSPOR,0,ANTALYASPOR,0
GENÇLERBİRLİĞİ,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
GAZİANTEPSPOR,2,GALATASARAY,0
FENERBAHCE,2,BESIKTAS,0
MERSİN İDMANYURDU,1,SIVASSPOR,0
KAYSERISPOR,0,GENÇLERBİRLİĞİ,2
BURSASPOR,1,RIZESPOR,0
OSMANLISPOR FUTBOL KULÜBÜ,1,GAZİANTEPSPOR,1
KASIMPASA A.Ş.,2,ANTALYASPOR,1
GALATASARAY,3,BASAKSEHIR,3
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,FENERBAHCE,3
KONYASPOR,2,TRABZONSPOR,0
BESIKTAS,3,ESKİŞEHİRSPOR,1
TRABZONSPOR,1,MERSİN İDMANYURDU,0
GAZİANTEPSPOR,0,KONYASPOR,1
BASAKSEHIR,2,OSMANLISPOR FUTBOL KULÜBÜ,3
RIZESPOR,1,BESIKTAS,2
ESKİŞEHİRSPOR,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3
GENÇLERBİRLİĞİ,1,GALATASARAY,1
FENERBAHCE,1,KAYSERISPOR,0
SIVASSPOR,1,KASIMPASA A.Ş.,0
ANTALYASPOR,3,BURSASPOR,0
KAYSERISPOR,0,ESKİŞEHİRSPOR,0
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,RIZESPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,3,GENÇLERBİRLİĞİ,1
TRABZONSPOR,1,SIVASSPOR,0
BESIKTAS,1,ANTALYASPOR,0
KONYASPOR,1,BASAKSEHIR,1
MERSİN İDMANYURDU,0,GAZİANTEPSPOR,0
BURSASPOR,4,KASIMPASA A.Ş.,1
GALATASARAY,0,FENERBAHCE,0
GENÇLERBİRLİĞİ,0,KONYASPOR,1
GAZİANTEPSPOR,0,TRABZONSPOR,1
ESKİŞEHİRSPOR,4,GALATASARAY,3
SIVASSPOR,1,BURSASPOR,2
BASAKSEHIR,3,MERSİN İDMANYURDU,0
ANTALYASPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
FENERBAHCE,0,OSMANLISPOR FUTBOL KULÜBÜ,0
RIZESPOR,0,KAYSERISPOR,0
KASIMPASA A.Ş.,2,BESIKTAS,1
GAZİANTEPSPOR,0,SIVASSPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,0,ESKİŞEHİRSPOR,0
GALATASARAY,1,RIZESPOR,1
KONYASPOR,2,FENERBAHCE,1
MERSİN İDMANYURDU,1,GENÇLERBİRLİĞİ,3
KAYSERISPOR,0,ANTALYASPOR,0
TRABZONSPOR,1,BASAKSEHIR,1
AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,KASIMPASA A.Ş.,1
BESIKTAS,3,BURSASPOR,2
ESKİŞEHİRSPOR,1,KONYASPOR,2
RIZESPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,1
ANTALYASPOR,4,GALATASARAY,2
SIVASSPOR,1,BESIKTAS,2
KASIMPASA A.Ş.,1,KAYSERISPOR,2
BASAKSEHIR,4,GAZİANTEPSPOR,1
BURSASPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
FENERBAHCE,4,MERSİN İDMANYURDU,1
GENÇLERBİRLİĞİ,3,TRABZONSPOR,1
KAYSERISPOR,2,BURSASPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,3,ANTALYASPOR,0
BASAKSEHIR,2,SIVASSPOR,2
AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,BESIKTAS,3
KONYASPOR,3,RIZESPOR,1
MERSİN İDMANYURDU,1,ESKİŞEHİRSPOR,2
GALATASARAY,4,KASIMPASA A.Ş.,1
TRABZONSPOR,0,FENERBAHCE,4
GAZİANTEPSPOR,1,GENÇLERBİRLİĞİ,3
RIZESPOR,2,MERSİN İDMANYURDU,0
BURSASPOR,1,GALATASARAY,1
GENÇLERBİRLİĞİ,0,BASAKSEHIR,0
ESKİŞEHİRSPOR,1,TRABZONSPOR,0
BESIKTAS,4,KAYSERISPOR,0
SIVASSPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
FENERBAHCE,3,GAZİANTEPSPOR,0
ANTALYASPOR,1,KONYASPOR,0
KASIMPASA A.Ş.,1,OSMANLISPOR FUTBOL KULÜBÜ,1
SIVASSPOR,2,GENÇLERBİRLİĞİ,1
GAZİANTEPSPOR,1,ESKİŞEHİRSPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,3,BURSASPOR,3
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,KAYSERISPOR,1
TRABZONSPOR,6,RIZESPOR,0
MERSİN İDMANYURDU,0,ANTALYASPOR,1
GALATASARAY,0,BESIKTAS,1
BASAKSEHIR,2,FENERBAHCE,1
KONYASPOR,2,KASIMPASA A.Ş.,0
ANTALYASPOR,7,TRABZONSPOR,0
BURSASPOR,1,KONYASPOR,1
RIZESPOR,1,GAZİANTEPSPOR,0
KAYSERISPOR,1,SIVASSPOR,1
ESKİŞEHİRSPOR,1,BASAKSEHIR,2
AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,GALATASARAY,2
FENERBAHCE,2,GENÇLERBİRLİĞİ,1
KASIMPASA A.Ş.,7,MERSİN İDMANYURDU,0
BESIKTAS,3,OSMANLISPOR FUTBOL KULÜBÜ,1
KONYASPOR,2,BESIKTAS,1
MERSİN İDMANYURDU,2,BURSASPOR,5
BASAKSEHIR,1,RIZESPOR,0
SIVASSPOR,2,FENERBAHCE,2
TRABZONSPOR,0,KASIMPASA A.Ş.,6
GENÇLERBİRLİĞİ,3,ESKİŞEHİRSPOR,1
OSMANLISPOR FUTBOL KULÜBÜ,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
GAZİANTEPSPOR,2,ANTALYASPOR,0
GALATASARAY,6,KAYSERISPOR,0
ADANASPOR A.Ş.,1,BURSASPOR,2
TRABZONSPOR,2,KASIMPASA A.Ş.,0
RIZESPOR,1,KONYASPOR,1
BESIKTAS,4,ALANYASPOR,1
GENÇLERBİRLİĞİ,2,GAZİANTEPSPOR,0
KAYSERISPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
